#####################################################################
# Alchemist log file - simulation started at: 2023-05-11T20:47+0000 #
#####################################################################
#
# random = 7.0
#
# The columns have the following meaning: 
# time coverage totalReward inside[sum] 
0.0 0.10683300889113391 0.0 0.0
0.1 0.10683300889113391 0.0 0.0
1.1 0.10683300889113391 0.0 4.0
2.1 0.10686689562909579 0.0 4.0
3.1 0.1125648418067588 0.0 4.0
4.1 0.11339739854310654 0.0 4.0
5.1 0.11488114024582995 0.0 4.0
6.1 0.11306002342350811 0.0 4.0
7.1 0.11255794010416473 0.0 4.0
8.1 0.11255794010416473 0.0 4.0
9.1 0.10990631840302312 0.0 4.0
10.1 0.11195463181344163 0.0 4.0
11.1 0.10691993303731868 0.0 4.0
12.1 0.10737395314850698 0.0 4.0
13.1 0.11218095791652645 0.0 4.0
14.1 0.11867297295751263 0.0 4.0
15.1 0.11369616143467869 0.0 4.0
16.1 0.1119840417713425 0.0 4.0
17.1 0.11386571947948976 0.0 4.0
18.1 0.11660619282934241 0.0 4.0
19.1 0.11728119177854264 0.0 4.0
20.1 0.10789064818054954 0.0 4.0
21.1 0.10527695475492489 0.0 4.0
22.1 0.10527707910992659 0.0 3.0
23.1 0.11280696099505888 0.0 3.0
24.1 0.11565245214384293 0.0 3.0
25.1 0.11934846932671964 0.0 3.0
26.1 0.11541611546312165 0.0 4.0
27.1 0.11541599110811995 0.0 4.0
28.1 0.1189905134543407 0.0 3.0
29.1 0.11428833995275008 0.0 4.0
30.1 0.11407650120736271 0.0 4.0
31.1 0.11061035424511913 0.0 4.0
32.1 0.11500406516500541 0.0 3.0
33.1 0.11609639949989392 0.0 3.0
34.1 0.11341306727332011 0.0 3.0
35.1 0.11074397369444036 0.0 3.0
36.1 0.10749905428021211 0.0 3.0
37.1 0.10677742220537627 0.0 3.0
38.1 0.11083711559070988 0.0 3.0
39.1 0.10537420036625035 0.0 3.0
40.1 0.1033922303492361 0.0 3.0
41.1 0.10149003406580917 0.0 3.0
42.1 0.10367563539809892 0.0 3.0
43.1 0.10634839744952866 0.0 3.0
44.1 0.10907935764175164 0.0 3.0
45.1 0.10803315901249196 0.0 3.0
46.1 0.10111889656325056 0.0 3.0
47.1 0.10145154619278457 0.0 3.0
48.1 0.10594057522147005 0.0 3.0
49.1 0.10277163671327741 0.0 3.0
50.1 0.10328721255030471 0.0 4.0
51.1 0.10341368158702847 0.0 4.0
52.1 0.10809651788585554 0.0 4.0
53.1 0.11117243885278034 0.0 3.0
54.1 0.10847437055850567 0.0 3.0
55.1 0.11267414985324867 0.0 3.0
56.1 0.11474447409896718 0.0 3.0
57.1 0.1152262875530343 0.0 3.0
58.1 0.10828559966593272 0.0 3.0
59.1 0.10695866962034667 0.0 3.0
60.1 0.11239310754941806 0.0 3.0
61.1 0.11124350773624901 0.0 3.0
62.1 0.11095550155232349 0.0 3.0
63.1 0.11292441429415977 0.0 3.0
64.1 0.11371879404498716 0.0 3.0
65.1 0.11718375963471464 0.0 4.0
66.1 0.1171838218122155 0.0 3.0
67.1 0.11985185837358082 0.0 3.0
68.1 0.11761632850811056 0.0 3.0
69.1 0.11774845569741145 0.0 3.0
70.1 0.11966184393099093 0.0 3.0
71.1 0.11966184393099093 0.0 3.0
72.1 0.12156920094698821 0.0 3.0
73.1 0.12165021823059248 0.0 3.0
74.1 0.12165021823059248 0.0 3.0
75.1 0.12267260287702758 0.0 3.0
76.1 0.1260437426179762 0.0 3.0
77.1 0.12991000179817333 0.0 3.0
78.1 0.12816865870943883 0.0 3.0
79.1 0.12271314260758014 0.0 3.0
80.1 0.13109019294175933 0.0 3.0
81.1 0.13083327550825755 0.0 3.0
