#####################################################################
# Alchemist log file - simulation started at: 2023-05-12T20:55+0000 #
#####################################################################
#
# random = 11.0
#
# The columns have the following meaning: 
# time coverage totalReward 
0.0 0.09738134480980773 0.0
0.1 0.09738134480980773 0.0
1.1 0.09738134480980773 0.0
2.1 0.09256762487169673 0.0
3.1 0.09533993310198328 0.0
4.1 0.0985858473562251 0.0
5.1 0.10088921287511997 0.0
6.1 0.09439259669907109 0.0
7.1 0.09021047581456879 0.0
8.1 0.09289865788620871 0.0
9.1 0.09289865788620871 0.0
10.1 0.09755873721972559 0.0
11.1 0.10476050843288573 0.0
12.1 0.10455594445509753 0.0
13.1 0.09618846945604884 0.0
14.1 0.09970516672648143 0.0
15.1 0.10465971870401197 0.0
16.1 0.09970628592149668 0.0
17.1 0.09664423053726086 0.0
18.1 0.09424225150202188 0.0
19.1 0.09586545733914618 0.0
20.1 0.09683772691989821 0.0
21.1 0.09200062824146857 0.0
22.1 0.09513387686417474 0.0
23.1 0.09530548676651378 0.0
24.1 0.08974787520826354 0.0
25.1 0.08819368639707995 0.0
26.1 0.08666834794628958 0.0
27.1 0.08135851372891655 0.0
28.1 0.08135851372891655 0.0
29.1 0.07823347253632223 0.0
30.1 0.07850245240498843 0.0
31.1 0.08193141722172521 0.0
32.1 0.08614562169666483 0.0
33.1 0.08875129422468014 0.0
34.1 0.08817975863689011 0.0
35.1 0.08529714752010012 0.0
36.1 0.08398750281974966 0.0
37.1 0.08139868039446402 0.0
38.1 0.0827739845357094 0.0
39.1 0.08004694152603982 0.0
40.1 0.08004694152603982 0.0
41.1 0.08745016784194579 0.0
42.1 0.0864351201406107 0.0
43.1 0.08992588939318988 0.0
44.1 0.08679326254549218 0.0
45.1 0.0871551356004245 0.0
46.1 0.0881578721565918 0.0
47.1 0.08104364686462491 0.0
48.1 0.08104364686462491 0.0
49.1 0.08932998022506763 0.0
50.1 0.09022975083983151 0.0
51.1 0.08733122228282456 0.0
52.1 0.08695921429525409 0.0
53.1 0.08453093417715664 0.0
54.1 0.08656849087992853 0.0
55.1 0.08688820758928627 0.0
56.1 0.08688820758928627 0.0
57.1 0.08688820758928627 0.0
58.1 0.08809494852573414 0.0
59.1 0.08934689250529815 0.0
60.1 0.08768948904270774 0.0
61.1 0.08768967557521028 0.0
62.1 0.08768961339770943 0.0
63.1 0.08859342555002839 0.0
64.1 0.08859342555002839 0.0
65.1 0.09071852817399353 0.0
66.1 0.09071852817399353 0.0
67.1 0.08866635975852248 0.0
68.1 0.08923130453122267 0.0
69.1 0.09198918758131262 0.0
70.1 0.09299876366257315 0.0
71.1 0.09558435285781473 0.0
72.1 0.10258044089817141 0.0
73.1 0.10484799217657813 0.0
74.1 0.10484780564407559 0.0
75.1 0.10484786782157644 0.0
76.1 0.10484780564407559 0.0
77.1 0.10262527087628244 0.0
78.1 0.10284519269677998 0.0
79.1 0.09976373793227974 0.0
80.1 0.09765716420356715 0.0
81.1 0.09521041736771799 0.0
82.1 0.0986424288819963 0.0
83.1 0.09941865280257624 0.0
84.1 0.10178201960978893 0.0
85.1 0.10259032712080615 0.0
86.1 0.10152926806884392 0.0
87.1 0.10329144062036233 0.0
88.1 0.10329131626536064 0.0
89.1 0.10219525128042127 0.0
90.1 0.09781074263066042 0.0
91.1 0.09982075470055689 0.0
92.1 0.10350464727076834 0.0
93.1 0.10407276309601177 0.0
94.1 0.10371903529369045 0.0
95.1 0.10371915964869215 0.0
96.1 0.10757938761130706 0.0
97.1 0.10317069191371653 0.0
98.1 0.10251552758728665 0.0
99.1 0.09995941052744677 0.0
100.1 0.09816583833800038 0.0
101.1 0.10210434777418226 0.0
102.1 0.10501214077881547 0.0
103.1 0.1085684451172879 0.0
104.1 0.10490898830490951 0.0
105.1 0.10802003955981314 0.0
106.1 0.11308713281387762 0.0
107.1 0.10817797041196574 0.0
108.1 0.10971139193786628 0.0
109.1 0.11951131220143918 0.0
110.1 0.11726782361586044 0.0
111.1 0.1185414675432202 0.0
112.1 0.1202880335420259 0.0
113.1 0.11105473684367606 0.0
114.1 0.10913370077749235 0.0
115.1 0.10866432282359471 0.0
116.1 0.11611828598019223 0.0
117.1 0.11203098578448234 0.0
118.1 0.11348152470175318 0.0
119.1 0.11748065720126136 0.0
120.1 0.11945342494815019 0.0
121.1 0.12283538357424628 0.0
122.1 0.12696272608050196 0.0
123.1 0.12638006072006022 0.0
124.1 0.13379180535358232 0.0
125.1 0.13383874936672216 0.0
126.1 0.13524781589092774 0.0
127.1 0.13127343003675684 0.0
128.1 0.1276080041842971 0.0
129.1 0.12340169625196512 0.0
130.1 0.1279656491691718 0.0
131.1 0.13030569941356668 0.0
132.1 0.1322826330530123 0.0
133.1 0.12519178650136406 0.0
134.1 0.11980895589799608 0.0
135.1 0.12031110139484032 0.0
136.1 0.11576729398790822 0.0
137.1 0.1080801030256318 0.0
138.1 0.11035163366409277 0.0
139.1 0.1056542478300674 0.0
140.1 0.1056542478300674 0.0
141.1 0.10331052911312251 0.0
142.1 0.09842822739157674 0.0
143.1 0.09596923158806063 0.0
144.1 0.09638880536377942 0.0
145.1 0.09384120662155565 0.0
146.1 0.09956843840211782 0.0
147.1 0.09879364456405737 0.0
148.1 0.10281460136636301 0.0
149.1 0.10533154660066898 0.0
150.1 0.10464007061374417 0.0
151.1 0.10259977810093497 0.0
152.1 0.10539645991155375 0.0
153.1 0.10577213637167422 0.0
154.1 0.10725656202690693 0.0
155.1 0.10941561356633481 0.0
156.1 0.10706207080425602 0.0
157.1 0.10568110851043351 0.0
158.1 0.10534130846830203 0.0
159.1 0.10362894009496246 0.0
160.1 0.10276504589818758 0.0
161.1 0.09876740565869974 0.0
162.1 0.09684002748742958 0.0
163.1 0.0983587751231301 0.0
