#####################################################################
# Alchemist log file - simulation started at: 2023-05-12T07:09+0000 #
#####################################################################
#
# random = 7.0
#
# The columns have the following meaning: 
# time coverage totalReward 
0.0 0.10683300889113391 0.0
0.1 0.10683300889113391 0.0
1.1 0.10683300889113391 0.0
2.1 0.1050597065669638 0.0
3.1 0.10036418605796385 0.0
4.1 0.096066104134381 0.0
5.1 0.1042433159808364 0.0
6.1 0.11272793339148174 0.0
7.1 0.11272793339148174 0.0
8.1 0.11341126412579552 0.0
9.1 0.11638546270133386 0.0
10.1 0.12038726883337847 0.0
11.1 0.12038726883337847 0.0
12.1 0.11805380940407342 0.0
13.1 0.11953239037422649 0.0
14.1 0.12938149304096974 0.0
15.1 0.12500463222381314 0.0
16.1 0.12663337185851287 0.0
17.1 0.1306214367628702 0.0
18.1 0.1306214367628702 0.0
19.1 0.13004741407504625 0.0
20.1 0.12986995948762756 0.0
21.1 0.130900365031672 0.0
22.1 0.13217282758651563 0.0
23.1 0.13217282758651563 0.0
24.1 0.13034636349912093 0.0
25.1 0.13020379048967767 0.0
26.1 0.12451137810959008 0.0
27.1 0.12451150246459178 0.0
28.1 0.12169996023127046 0.0
29.1 0.12127398217296438 0.0
30.1 0.12127385781796268 0.0
31.1 0.12233808792246814 0.0
32.1 0.12233808792246814 0.0
33.1 0.12167247777589588 0.0
34.1 0.12021907869358604 0.0
35.1 0.11493486160656216 0.0
36.1 0.11239559464945195 0.0
37.1 0.10902638241102959 0.0
38.1 0.10711293199994926 0.0
39.1 0.10711280764494757 0.0
40.1 0.10863155528064809 0.0
41.1 0.10721459221383489 0.0
42.1 0.10822118377505474 0.0
43.1 0.10552995500587328 0.0
44.1 0.10534143282330373 0.0
45.1 0.10658230920771687 0.0
46.1 0.10561551124703941 0.0
47.1 0.10634006566441509 0.0
48.1 0.10628391938114982 0.0
49.1 0.10507239077713669 0.0
50.1 0.10395518544190918 0.0
51.1 0.10461768671343907 0.0
52.1 0.10536835568117069 0.0
53.1 0.1006824726848021 0.0
54.1 0.1006824726848021 0.0
55.1 0.09981080630042129 0.0
56.1 0.10395307140688036 0.0
57.1 0.10395307140688036 0.0
58.1 0.10481354584110864 0.0
59.1 0.10481354584110864 0.0
60.1 0.1053383861257622 0.0
61.1 0.10698994490327295 0.0
62.1 0.10571965856095894 0.0
63.1 0.10571965856095894 0.0
64.1 0.1053224065080444 0.0
65.1 0.10532246868554525 0.0
66.1 0.10512424681284348 0.0
67.1 0.10780073951432408 0.0
68.1 0.10803160457497077 0.0
69.1 0.10740572585144004 0.0
70.1 0.10803160457497077 0.0
71.1 0.11241996822978417 0.0
72.1 0.11269734206106477 0.0
73.1 0.11308234514631237 0.0
74.1 0.11018692546434779 0.0
75.1 0.10968527738751033 0.0
76.1 0.11196613465109842 0.0
77.1 0.10767638451262912 0.0
78.1 0.10281093289381302 0.0
79.1 0.10281093289381302 0.0
80.1 0.10256987072302734 0.0
81.1 0.10249401417199341 0.0
82.1 0.10019357099563837 0.0
83.1 0.09489032759335517 0.0
84.1 0.10000181558302475 0.0
85.1 0.09777206822513329 0.0
86.1 0.09971045181405346 0.0
87.1 0.10021371650591296 0.0
88.1 0.10510217380004262 0.0
89.1 0.10782610793466985 0.0
90.1 0.1051486203931757 0.0
91.1 0.10566382316519791 0.0
92.1 0.11089748994403278 0.0
93.1 0.10916224025038133 0.0
94.1 0.11089748994403278 0.0
95.1 0.11115049019498117 0.0
96.1 0.11359145452325152 0.0
97.1 0.11644676971716947 0.0
98.1 0.1167373873561306 0.0
99.1 0.1153977109228708 0.0
100.1 0.11514725994945715 0.0
101.1 0.11961011225028582 0.0
102.1 0.11830463344249216 0.0
103.1 0.11709074209344682 0.0
104.1 0.11709074209344682 0.0
105.1 0.11756067964485206 0.0
106.1 0.11862944870691938 0.0
107.1 0.11996813030016562 0.0
108.1 0.11732129626658927 0.0
109.1 0.11705411954544764 0.0
110.1 0.11626925295224992 0.0
111.1 0.11264977627291645 0.0
112.1 0.11197173062617469 0.0
113.1 0.1050166175588765 0.0
114.1 0.10671630172204319 0.0
115.1 0.10678171245293475 0.0
116.1 0.094759941374078 0.0
117.1 0.09311037227659437 0.0
118.1 0.0872546817792813 0.0
119.1 0.08481222519099063 0.0
120.1 0.09452267203084402 0.0
121.1 0.09400411167377604 0.0
122.1 0.09183119455165918 0.0
123.1 0.09031941079605357 0.0
124.1 0.09281925721762647 0.0
125.1 0.09266250773798998 0.0
126.1 0.09049213989340786 0.0
127.1 0.08693770087996086 0.0
128.1 0.08880389639039711 0.0
129.1 0.09598378112325893 0.0
130.1 0.09878251479140568 0.0
131.1 0.09664224085723375 0.0
132.1 0.09112554209454114 0.0
133.1 0.09490954044111703 0.0
134.1 0.09882038088942179 0.0
135.1 0.09752739975929846 0.0
136.1 0.09807226119922492 0.0
137.1 0.09469894524574662 0.0
138.1 0.08916576944532943 0.0
139.1 0.0858303817673681 0.0
140.1 0.08583025741236641 0.0
141.1 0.08783417608717982 0.0
142.1 0.09437294860880328 0.0
143.1 0.09662271712196764 0.0
144.1 0.09324386737091392 0.0
