#####################################################################
# Alchemist log file - simulation started at: 2023-05-12T01:26+0000 #
#####################################################################
#
# random = 14.0
#
# The columns have the following meaning: 
# time coverage totalReward inside[sum] 
0.0 0.10616447640202181 0.0 0.0
0.1 0.10616447640202181 0.0 0.0
1.1 0.10616447640202181 0.0 4.0
2.1 0.1064767939887787 0.0 4.0
3.1 0.10896370749017534 0.0 4.0
4.1 0.10417373935738806 0.0 4.0
5.1 0.10708488994706705 0.0 4.0
6.1 0.10113164295092429 0.0 4.0
7.1 0.10266046334176211 0.0 4.0
8.1 0.09540807964291212 0.0 4.0
9.1 0.09895101581870235 0.0 4.0
10.1 0.09928658779077619 0.0 4.0
11.1 0.10027222553421043 0.0 4.0
12.1 0.10009191078175274 0.0 4.0
13.1 0.0996924203388077 0.0 4.0
14.1 0.09605621791174625 0.0 4.0
15.1 0.09718374471211444 0.0 4.0
16.1 0.09606050815930472 0.0 4.0
17.1 0.10071381014522923 0.0 4.0
18.1 0.10328814521281741 0.0 4.0
19.1 0.10706406048428314 0.0 4.0
20.1 0.11085906424850904 0.0 4.0
21.1 0.111885179544995 0.0 4.0
22.1 0.111885179544995 0.0 4.0
23.1 0.111885179544995 0.0 3.0
24.1 0.1081406017339564 0.0 4.0
25.1 0.11062390894030388 0.0 4.0
26.1 0.11603111312400408 0.0 4.0
27.1 0.11842681223165745 0.0 3.0
28.1 0.11550907082688863 0.0 4.0
29.1 0.12359531698960417 0.0 3.0
30.1 0.12286404740213697 0.0 3.0
31.1 0.120772707161132 0.0 3.0
32.1 0.11953842159180869 0.0 3.0
33.1 0.12228318518921981 0.0 4.0
34.1 0.12535002824102087 0.0 4.0
35.1 0.12935867389815872 0.0 4.0
36.1 0.12511257236528436 0.0 4.0
37.1 0.12704927716168166 0.0 4.0
38.1 0.11921528511990434 0.0 4.0
39.1 0.11366600534676766 0.0 4.0
40.1 0.1140137641090076 0.0 4.0
41.1 0.11902477325730766 0.0 4.0
42.1 0.12451144028709094 0.0 4.0
43.1 0.12577700113934054 0.0 4.0
44.1 0.1284317317155245 0.0 4.0
45.1 0.1268235728336053 0.0 4.0
46.1 0.11980099717788759 0.0 4.0
